age,workclass,education,marital-status,occupation,race,gender,hours-per-week,income
50-60,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,White,0,20-40,>50K
40-50,Private,12th,Married-spouse-absent,Exec-managerial,White,1,40-60,<=50K
50-60,Local-gov,HS-grad,Divorced,Protective-serv,White,1,20-40,<=50K
60-70,Private,Some-college,Married-spouse-absent,Exec-managerial,White,1,20-40,<=50K
50-60,Private,11th,Widowed,Other-service,White,1,40-60,<=50K
50-60,Private,Bachelors,Married-civ-spouse,Craft-repair,White,0,40-60,>50K
30-40,Private,Some-college,Separated,Sales,Asian-Pac-Islander,0,20-40,<=50K
40-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,0,40-60,>50K
40-50,Local-gov,HS-grad,Separated,Other-service,Black,1,20-40,<=50K
40-50,State-gov,HS-grad,Divorced,Adm-clerical,White,1,20-40,<=50K
20-30,Private,Some-college,Never-married,Other-service,White,1,20-40,<=50K
30-40,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,0,60-80,<=50K
30-40,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,White,0,20-40,<=50K
30-40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,White,0,40-60,<=50K
50-60,Private,Masters,Married-civ-spouse,Transport-moving,White,0,40-60,>50K
30-40,Local-gov,Bachelors,Divorced,Prof-specialty,White,1,20-40,<=50K
50-60,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,0,20-40,>50K
30-40,Private,HS-grad,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
50-60,Self-emp-inc,11th,Married-civ-spouse,Transport-moving,White,0,40-60,<=50K
30-40,Private,Doctorate,Married-civ-spouse,Prof-specialty,White,0,80-100,>50K
40-50,Self-emp-not-inc,HS-grad,Widowed,Other-service,White,1,20-40,<=50K
30-40,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
20-30,Local-gov,Some-college,Never-married,Prof-specialty,White,1,20-40,<=50K
40-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,0,40-60,<=50K
70-80,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,0,0-20,<=50K
20-30,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,0,40-60,>50K
50-60,Federal-gov,Some-college,Divorced,Farming-fishing,White,0,20-40,<=50K
40-50,Private,Some-college,Married-civ-spouse,Transport-moving,White,0,40-60,>50K
40-50,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,1,20-40,>50K
30-40,Private,Bachelors,Never-married,Prof-specialty,Black,1,20-40,<=50K
20-30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,0,40-60,<=50K
20-30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,0,20-40,<=50K
20-30,State-gov,Some-college,Married-civ-spouse,Protective-serv,White,0,20-40,<=50K
50-60,Private,Masters,Married-civ-spouse,Exec-managerial,White,0,20-40,>50K
40-50,Self-emp-not-inc,7th-8th,Married-civ-spouse,Other-service,Black,1,40-60,<=50K
60-70,Local-gov,9th,Divorced,Protective-serv,Black,0,20-40,<=50K
40-50,Local-gov,Bachelors,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,0,20-40,>50K
30-40,Private,Bachelors,Married-civ-spouse,Sales,White,0,20-40,>50K
30-40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,White,0,40-60,>50K
40-50,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,White,0,20-40,<=50K
40-50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,0,20-40,>50K
40-50,Self-emp-not-inc,Some-college,Never-married,Craft-repair,White,0,20-40,<=50K
40-50,Private,Some-college,Married-civ-spouse,Adm-clerical,Black,1,20-40,>50K
30-40,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,0,20-40,>50K
30-40,State-gov,Some-college,Married-civ-spouse,Exec-managerial,White,1,20-40,>50K
20-30,Private,Bachelors,Never-married,Tech-support,Black,1,20-40,<=50K
50-60,Private,5th-6th,Married-spouse-absent,Machine-op-inspct,White,0,20-40,<=50K
40-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,0,20-40,>50K
20-30,Private,HS-grad,Never-married,Other-service,White,1,20-40,<=50K
20-30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,0,20-40,<=50K
30-40,Private,Some-college,Divorced,Other-service,White,0,40-60,<=50K
50-60,Self-emp-inc,Some-college,Married-civ-spouse,Sales,White,0,20-40,<=50K
60-70,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Black,1,0-20,<=50K
50-60,Private,HS-grad,Widowed,Handlers-cleaners,White,0,20-40,<=50K
30-40,Private,Masters,Never-married,Prof-specialty,White,1,20-40,<=50K
40-50,Private,7th-8th,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
60-70,Self-emp-not-inc,HS-grad,Widowed,Other-service,White,1,20-40,<=50K
20-30,Private,5th-6th,Never-married,Handlers-cleaners,White,0,40-60,<=50K
40-50,Private,Bachelors,Never-married,Other-service,Asian-Pac-Islander,1,20-40,<=50K
30-40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,White,0,60-80,<=50K
60-70,Private,HS-grad,Never-married,Handlers-cleaners,Black,1,20-40,<=50K
60-70,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,White,0,0-20,<=50K
40-50,Self-emp-not-inc,Masters,Divorced,Craft-repair,White,0,20-40,<=50K
0-20,Private,Assoc-acdm,Never-married,Sales,White,1,20-40,<=50K
30-40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,0,40-60,<=50K
40-50,Self-emp-inc,Bachelors,Married-civ-spouse,Adm-clerical,White,0,20-40,<=50K
30-40,Private,Some-college,Married-civ-spouse,Adm-clerical,Black,0,40-60,>50K
20-30,Private,HS-grad,Married-civ-spouse,Craft-repair,White,0,60-80,<=50K
50-60,Federal-gov,Some-college,Separated,Exec-managerial,White,1,20-40,<=50K
20-30,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Black,0,40-60,>50K
60-70,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,White,0,20-40,<=50K
30-40,Private,HS-grad,Divorced,Other-service,White,1,20-40,<=50K
30-40,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,0,20-40,>50K
30-40,Private,HS-grad,Divorced,Sales,White,1,20-40,<=50K
50-60,Private,Some-college,Married-civ-spouse,Sales,White,0,20-40,>50K
40-50,Private,12th,Never-married,Farming-fishing,White,0,20-40,<=50K
20-30,Private,Some-college,Married-civ-spouse,Other-service,White,0,20-40,<=50K
50-60,Private,HS-grad,Married-civ-spouse,Transport-moving,White,0,20-40,>50K
40-50,Private,Masters,Married-civ-spouse,Prof-specialty,White,0,40-60,>50K
40-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,0,20-40,<=50K
40-50,Private,Some-college,Divorced,Farming-fishing,White,0,20-40,<=50K
30-40,Private,11th,Married-spouse-absent,Sales,Asian-Pac-Islander,1,20-40,<=50K
20-30,Private,HS-grad,Married-civ-spouse,Transport-moving,Other,0,20-40,<=50K
40-50,Private,Bachelors,Separated,Prof-specialty,Asian-Pac-Islander,1,20-40,<=50K
30-40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,0,20-40,<=50K
30-40,Private,Some-college,Never-married,Tech-support,White,1,20-40,<=50K
0-20,Private,Some-college,Never-married,Sales,White,0,0-20,<=50K
30-40,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,White,0,20-40,>50K
20-30,Private,HS-grad,Never-married,Craft-repair,White,0,20-40,<=50K
40-50,Private,HS-grad,Married-civ-spouse,Tech-support,Black,0,20-40,>50K
20-30,Private,Some-college,Never-married,Prof-specialty,White,1,0-20,<=50K
40-50,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,White,0,60-80,>50K
20-30,Private,Bachelors,Never-married,Exec-managerial,White,0,60-80,>50K
60-70,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,0,60-80,<=50K
30-40,Self-emp-inc,Some-college,Married-civ-spouse,Sales,White,0,40-60,>50K
70-80,State-gov,7th-8th,Widowed,Handlers-cleaners,White,1,0-20,<=50K
40-50,State-gov,Some-college,Married-civ-spouse,Protective-serv,Black,0,60-80,>50K
50-60,Private,Masters,Married-civ-spouse,Exec-managerial,White,0,40-60,>50K
30-40,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,0,40-60,>50K
20-30,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,White,0,20-40,<=50K
40-50,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,0,40-60,>50K
40-50,Private,Bachelors,Divorced,Exec-managerial,White,1,20-40,<=50K
50-60,Private,HS-grad,Divorced,Craft-repair,Black,1,40-60,<=50K
20-30,Private,Assoc-voc,Never-married,Machine-op-inspct,White,0,20-40,<=50K
50-60,Private,HS-grad,Married-civ-spouse,Transport-moving,White,0,40-60,<=50K
30-40,Private,Some-college,Never-married,Craft-repair,White,0,20-40,<=50K
40-50,Private,Some-college,Married-civ-spouse,Sales,White,0,40-60,<=50K
40-50,Self-emp-inc,HS-grad,Married-spouse-absent,Farming-fishing,White,0,40-60,<=50K
30-40,State-gov,Some-college,Divorced,Other-service,White,0,60-80,<=50K
40-50,State-gov,Masters,Married-civ-spouse,Prof-specialty,White,0,60-80,>50K
20-30,Private,Bachelors,Never-married,Adm-clerical,White,1,20-40,<=50K
20-30,Private,Some-college,Never-married,Adm-clerical,White,1,20-40,<=50K
60-70,Private,HS-grad,Widowed,Adm-clerical,White,0,0-20,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Sales,White,0,40-60,>50K
40-50,Private,12th,Never-married,Adm-clerical,Black,1,20-40,<=50K
20-30,Self-emp-not-inc,Some-college,Never-married,Adm-clerical,White,1,40-60,<=50K
40-50,Private,HS-grad,Never-married,Handlers-cleaners,White,0,20-40,<=50K
20-30,Private,Prof-school,Never-married,Prof-specialty,White,1,40-60,<=50K
0-20,Private,Some-college,Never-married,Sales,White,0,20-40,<=50K
0-20,Private,HS-grad,Married-civ-spouse,Priv-house-serv,White,1,20-40,<=50K
20-30,Private,11th,Married-civ-spouse,Craft-repair,White,0,40-60,>50K
30-40,Private,Bachelors,Never-married,Prof-specialty,White,1,20-40,<=50K
30-40,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Black,0,20-40,<=50K
0-20,Private,Preschool,Never-married,Farming-fishing,White,0,20-40,<=50K
20-30,Private,Some-college,Never-married,Handlers-cleaners,White,0,20-40,<=50K
30-40,Local-gov,Masters,Never-married,Prof-specialty,White,1,40-60,<=50K
30-40,Self-emp-not-inc,Some-college,Separated,Sales,Asian-Pac-Islander,0,40-60,<=50K
40-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,1,20-40,>50K
30-40,Private,Some-college,Married-civ-spouse,Adm-clerical,White,1,20-40,>50K
40-50,Private,9th,Separated,Machine-op-inspct,White,1,20-40,<=50K
50-60,Private,Some-college,Widowed,Exec-managerial,White,1,40-60,<=50K
20-30,Private,Assoc-acdm,Never-married,Handlers-cleaners,White,0,0-20,<=50K
40-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,White,0,40-60,<=50K
40-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,1,40-60,>50K
20-30,Private,HS-grad,Married-civ-spouse,Transport-moving,White,0,40-60,<=50K
20-30,Private,HS-grad,Never-married,Adm-clerical,Black,0,20-40,<=50K
30-40,Private,10th,Never-married,Craft-repair,White,0,40-60,<=50K
20-30,Private,HS-grad,Divorced,Other-service,White,1,20-40,<=50K
50-60,State-gov,Doctorate,Divorced,Prof-specialty,White,1,40-60,<=50K
50-60,Private,7th-8th,Never-married,Adm-clerical,White,0,20-40,<=50K
20-30,Private,HS-grad,Never-married,Exec-managerial,Black,1,20-40,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,White,0,20-40,<=50K
0-20,Private,HS-grad,Never-married,Adm-clerical,White,0,20-40,<=50K
60-70,Self-emp-not-inc,Some-college,Married-civ-spouse,Adm-clerical,White,0,40-60,>50K
40-50,Private,Assoc-voc,Divorced,Tech-support,White,1,20-40,<=50K
20-30,Private,HS-grad,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
40-50,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,White,0,40-60,>50K
40-50,Private,Bachelors,Married-civ-spouse,Craft-repair,White,0,80-100,>50K
30-40,Private,HS-grad,Never-married,Machine-op-inspct,Black,1,40-60,<=50K
20-30,Private,11th,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
30-40,Private,Some-college,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
50-60,Private,HS-grad,Widowed,Machine-op-inspct,Black,1,40-60,<=50K
20-30,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,1,40-60,>50K
50-60,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Black,1,20-40,>50K
30-40,Private,HS-grad,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
40-50,Private,Assoc-acdm,Married-spouse-absent,Exec-managerial,Asian-Pac-Islander,1,20-40,<=50K
30-40,Private,Masters,Never-married,Prof-specialty,White,0,20-40,<=50K
20-30,Local-gov,HS-grad,Never-married,Farming-fishing,White,0,0-20,<=50K
60-70,Private,HS-grad,Divorced,Transport-moving,White,0,40-60,<=50K
60-70,Private,HS-grad,Widowed,Other-service,White,1,20-40,<=50K
30-40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,0,20-40,>50K
0-20,Private,11th,Never-married,Prof-specialty,White,0,20-40,<=50K
40-50,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Black,0,20-40,<=50K
50-60,Local-gov,7th-8th,Married-civ-spouse,Transport-moving,White,0,20-40,<=50K
40-50,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Black,0,80-100,<=50K
20-30,Private,Bachelors,Never-married,Farming-fishing,White,0,20-40,<=50K
30-40,Private,Assoc-voc,Divorced,Tech-support,White,0,20-40,<=50K
60-70,Private,Some-college,Married-civ-spouse,Tech-support,White,1,20-40,>50K
30-40,Private,Assoc-acdm,Never-married,Prof-specialty,Asian-Pac-Islander,1,20-40,<=50K
40-50,Private,Bachelors,Married-civ-spouse,Tech-support,White,0,20-40,>50K
50-60,Private,HS-grad,Married-civ-spouse,Sales,White,0,20-40,>50K
60-70,Private,Assoc-acdm,Divorced,Adm-clerical,White,1,20-40,<=50K
40-50,Private,Some-college,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,0,20-40,<=50K
60-70,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,White,0,40-60,>50K
60-70,Private,HS-grad,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
30-40,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,1,20-40,>50K
40-50,Local-gov,Some-college,Separated,Craft-repair,Black,0,20-40,<=50K
30-40,Private,HS-grad,Divorced,Craft-repair,White,0,40-60,<=50K
0-20,Private,HS-grad,Never-married,Adm-clerical,White,1,0-20,<=50K
50-60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,0,20-40,<=50K
40-50,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,White,0,20-40,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,0,40-60,>50K
50-60,Private,Some-college,Married-civ-spouse,Tech-support,White,0,40-60,>50K
20-30,Private,Assoc-voc,Married-civ-spouse,Sales,White,0,20-40,<=50K
20-30,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,1,20-40,<=50K
40-50,Private,Masters,Married-civ-spouse,Sales,Asian-Pac-Islander,0,20-40,<=50K
30-40,Private,HS-grad,Married-civ-spouse,Other-service,White,0,20-40,<=50K
0-20,Private,11th,Never-married,Sales,White,0,20-40,<=50K
60-70,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,0,20-40,>50K
20-30,Private,Masters,Married-civ-spouse,Prof-specialty,White,0,20-40,>50K
20-30,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,White,0,20-40,<=50K
50-60,Private,Assoc-acdm,Divorced,Adm-clerical,White,1,20-40,<=50K
30-40,Private,Some-college,Never-married,Machine-op-inspct,White,1,20-40,<=50K
0-20,Local-gov,11th,Never-married,Protective-serv,White,0,20-40,<=50K
20-30,Private,Some-college,Never-married,Transport-moving,White,0,40-60,>50K
20-30,Private,Some-college,Never-married,Other-service,Asian-Pac-Islander,1,20-40,<=50K
20-30,Private,12th,Never-married,Other-service,White,0,20-40,<=50K
40-50,Private,HS-grad,Never-married,Craft-repair,White,0,20-40,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,1,40-60,>50K
40-50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
40-50,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,White,0,20-40,>50K
30-40,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,White,0,20-40,<=50K
20-30,Private,HS-grad,Never-married,Machine-op-inspct,White,0,20-40,<=50K
30-40,Private,Bachelors,Married-spouse-absent,Prof-specialty,White,1,20-40,<=50K
30-40,Private,HS-grad,Never-married,Craft-repair,White,0,20-40,>50K
30-40,Private,HS-grad,Widowed,Other-service,White,1,0-20,<=50K
50-60,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,White,0,20-40,<=50K
40-50,Private,HS-grad,Divorced,Sales,White,1,20-40,<=50K
30-40,Private,Bachelors,Never-married,Sales,White,1,40-60,>50K
30-40,Private,Bachelors,Married-civ-spouse,Other-service,White,0,20-40,<=50K
60-70,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,White,0,20-40,>50K
50-60,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,0,20-40,>50K
40-50,Private,HS-grad,Never-married,Sales,White,1,0-20,<=50K
30-40,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,White,0,40-60,<=50K
20-30,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,0,20-40,>50K
60-70,Private,Masters,Married-civ-spouse,Prof-specialty,White,0,40-60,>50K
30-40,Private,Assoc-acdm,Never-married,Adm-clerical,White,1,20-40,<=50K
0-20,Private,11th,Never-married,Sales,White,1,20-40,<=50K
40-50,Private,Prof-school,Divorced,Exec-managerial,White,0,20-40,<=50K
40-50,Private,Assoc-voc,Divorced,Exec-managerial,Amer-Indian-Eskimo,1,20-40,<=50K
40-50,Private,HS-grad,Married-civ-spouse,Transport-moving,White,0,20-40,<=50K
30-40,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,0,20-40,<=50K
30-40,Private,Assoc-acdm,Never-married,Tech-support,White,1,20-40,<=50K
40-50,State-gov,Bachelors,Married-civ-spouse,Farming-fishing,White,0,20-40,>50K
20-30,Private,Some-college,Never-married,Other-service,White,1,20-40,<=50K
20-30,Private,HS-grad,Never-married,Other-service,White,0,20-40,<=50K
30-40,Private,Some-college,Married-civ-spouse,Transport-moving,Black,0,20-40,>50K
0-20,Private,HS-grad,Never-married,Handlers-cleaners,White,0,20-40,<=50K
30-40,Private,HS-grad,Divorced,Transport-moving,White,0,20-40,<=50K
40-50,Private,HS-grad,Divorced,Tech-support,Black,1,20-40,<=50K
40-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Black,0,20-40,<=50K
20-30,Private,Bachelors,Never-married,Exec-managerial,Black,0,40-60,<=50K
30-40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,0,20-40,<=50K
20-30,Private,HS-grad,Never-married,Handlers-cleaners,White,0,20-40,<=50K
50-60,Private,Masters,Married-civ-spouse,Transport-moving,White,0,0-20,<=50K
50-60,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,White,1,20-40,>50K
20-30,Private,12th,Never-married,Transport-moving,White,0,20-40,<=50K
20-30,Private,Some-college,Never-married,Other-service,White,1,20-40,<=50K
40-50,Private,HS-grad,Married-civ-spouse,Other-service,White,1,20-40,<=50K
30-40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,White,0,20-40,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,0,40-60,>50K
30-40,Private,HS-grad,Never-married,Prof-specialty,White,1,20-40,<=50K
50-60,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,White,0,20-40,<=50K
50-60,Federal-gov,HS-grad,Divorced,Adm-clerical,White,1,20-40,<=50K
30-40,Private,Some-college,Married-civ-spouse,Exec-managerial,White,1,20-40,>50K
20-30,Private,Some-college,Never-married,Machine-op-inspct,White,0,20-40,<=50K
30-40,Private,Bachelors,Divorced,Adm-clerical,White,0,20-40,<=50K
20-30,Private,Bachelors,Married-civ-spouse,Sales,Black,0,20-40,<=50K
50-60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,White,0,20-40,>50K
40-50,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,0,40-60,>50K
20-30,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,White,0,40-60,<=50K
30-40,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,0,40-60,>50K
0-20,Private,11th,Never-married,Sales,Black,1,0-20,<=50K
0-20,Private,Some-college,Never-married,Exec-managerial,White,1,20-40,<=50K
30-40,Private,Some-college,Divorced,Craft-repair,White,0,20-40,<=50K
40-50,Private,HS-grad,Married-civ-spouse,Sales,White,0,20-40,>50K
40-50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,0,40-60,<=50K
70-80,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,White,0,20-40,>50K
50-60,Private,HS-grad,Never-married,Adm-clerical,White,0,20-40,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,1,20-40,>50K
20-30,Private,Bachelors,Never-married,Exec-managerial,White,0,20-40,<=50K
30-40,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,0,20-40,<=50K
0-20,Private,11th,Never-married,Handlers-cleaners,Black,1,0-20,<=50K
50-60,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,0,20-40,>50K
0-20,Self-emp-not-inc,12th,Never-married,Handlers-cleaners,White,0,0-20,<=50K
20-30,Private,Bachelors,Never-married,Tech-support,Asian-Pac-Islander,1,20-40,<=50K
40-50,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,White,0,20-40,<=50K
